ads_id,prop_name,completion_year,monthly_rent,location,property_type_grouped,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region,f_barbeque_area,f_club_house,f_gymnasium,f_jogging_track,f_lift,f_minimart,f_multipurpose_hall,f_playground,f_sauna,f_security,f_squash_court,f_swimming_pool,f_tennis_court,fa_air-cond,fa_internet,fa_washing_machine
98987533,Pangsapuri Permai,Unknown,750,54,1,3,0,2,650,1,"Parking, Playground",Near KTM/LRT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99992293,Suria Kipark Damansara,2009,1000,29,1,3,1,2,948,2,"Minimart, Security, Swimming Pool, Playground, Parking, Lift, Barbeque area, Squash Court, Jogging Track","Cooking Allowed, Air-Cond",0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0
99992088,Amaya Maluri,2013,2400,12,1,3,2,2,920,0,"Gymnasium, Security, Playground, Swimming Pool, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
99992077,Faber Ria,1985,1400,55,1,2,1,2,1050,2,"Barbeque area, Club house, Gymnasium, Squash Court, Minimart, Swimming Pool, Playground, Parking, Security, Tennis Court, Sauna",Cooking Allowed,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
99992058,AreTre Residences,Unknown,2500,15,1,2,1,2,797,1,"Parking, Security, Lift, Playground, Barbeque area, Swimming Pool, Sauna, Gymnasium, Multipurpose hall, Jogging Track, Squash Court, Tennis Court, Minimart",Air-Cond,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
99992052,The Nest Residences,Unknown,2000,35,1,2,1,2,817,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
98992879,Ixora Apartments,Unknown,1500,42,1,3,1,2,980,2,"Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Playground, Lift",Near KTM/LRT,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
99991719,Tiara Faber,Unknown,1200,55,1,4,2,2,1200,2,"Parking, Security, Jogging Track, Sauna, Tennis Court, Gymnasium, Swimming Pool, Squash Court, Minimart, Barbeque area, Club house, Playground","Air-Cond, Cooking Allowed, Washing Machine",0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
99991648,Ativo Suites @ Damansara Avenue,2021,1800,51,1,1,1,1,499,0,"Security, Minimart, Playground, Tennis Court, Swimming Pool, Squash Court, Gymnasium, Lift, Club house, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
99991642,Taman Bukit Segar,Unknown,750,12,1,3,2,1,650,2,"Parking, Lift, Playground, Minimart, Jogging Track",Cooking Allowed,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
99991448,Bayu Andaman,Unknown,1500,45,1,3,1,2,1000,2,"Playground, Gymnasium, Security, Swimming Pool, Lift, Parking, Minimart, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1
98513481,Unknown,Unknown,1400,45,1,3,0,2,1000,2,"Parking, Gymnasium, Minimart, Lift, Security, Playground, Swimming Pool, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1
99991601,Emerald Hills,2025,1800,12,1,2,2,2,893,1,"Parking, Security, Club house, Playground, Barbeque area, Sauna, Swimming Pool, Jogging Track, Lift, Gymnasium, Minimart, Multipurpose hall",Cooking Allowed,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
99991066,M Vertica,2023,3000,12,1,4,2,2,1030,0,"Security, Playground, Jogging Track, Swimming Pool, Barbeque area, Multipurpose hall, Tennis Court, Parking, Lift, Gymnasium, Sauna","Cooking Allowed, Washing Machine, Air-Cond",0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1
99991290,Flexus Signature Suites,Unknown,1600,22,1,1,1,1,563,0,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Sauna, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
99990963,Paraiso @ The Earth Bukit Jalil,2020,2300,9,1,3,2,2,1226,2,"Security, Sauna, Club house, Swimming Pool, Multipurpose hall, Parking, Barbeque area, Lift, Playground, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT",0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1
99990651,Wangsa Heights,2001,800,0,1,1,1,1,660,0,"Swimming Pool, Squash Court, Security, Sauna, Playground, Barbeque area, Gymnasium, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1
99665633,Cendana Apartment,2008,1100,12,1,3,0,1,616,1,"Security, Playground, Minimart, Parking, Lift","Cooking Allowed, Near KTM/LRT",0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
99990418,South View Serviced Apartments,2017,2250,6,1,2,1,1,648,0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99990357,Bukit Segambut,Unknown,1200,44,1,3,1,2,995,2,"Security, Playground, Barbeque area, Parking, Gymnasium, Minimart, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed",0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0
99990293,Avelon Tower,Unknown,1100,29,1,4,1,2,916,2,"Swimming Pool, Gymnasium, Security, Minimart, Parking, Playground, Jogging Track, Lift, Multipurpose hall, Barbeque area",Cooking Allowed,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
99783940,Sky Awani Residensi,Unknown,1300,45,1,3,1,2,800,2,"Minimart, Swimming Pool, Club house, Security, Playground, Jogging Track, Parking, Lift, Gymnasium, Multipurpose hall, Tennis Court","Cooking Allowed, Washing Machine, Internet",0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
99989862,Aman Puri,Unknown,850,29,1,3,1,2,650,1,"Playground, Parking, Swimming Pool, Barbeque area, Security",Cooking Allowed,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
99989857,Anggun Residences,2018,2500,25,1,1,0,1,751,0,"Tennis Court, Club house, Gymnasium, Squash Court, Playground","Air-Cond, Washing Machine, Cooking Allowed",0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
99989649,The Holmes,Unknown,1700,12,1,3,0,2,1000,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
99989797,Kiara East - DEX Suites,2016,1600,25,1,3,0,2,911,0,"Multipurpose hall, Playground, Gymnasium, Jogging Track, Parking","Near KTM/LRT, Washing Machine, Air-Cond, Cooking Allowed",0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1
99989793,Taragon Puteri Bintang,2009,1500,42,1,1,1,1,520,0,"Sauna, Gymnasium, Playground, Swimming Pool, Parking, Security, Lift, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine",0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
99989548,Menjalara 18,Unknown,2300,3,1,4,2,3,1316,2,"Minimart, Swimming Pool, Gymnasium, Parking, Squash Court, Barbeque area, Sauna, Club house","Air-Cond, Cooking Allowed",0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0
99989547,Nova II,Unknown,1300,44,1,3,0,2,1224,2,"Parking, Security, Swimming Pool, Playground","Air-Cond, Cooking Allowed",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
99989545,Prima Saujana,Unknown,1100,29,1,3,1,2,1000,2,"Parking, Security, Gymnasium, Playground","Air-Cond, Cooking Allowed",0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
99989541,Viva Residency,2009,1799,21,1,2,1,2,840,0,"Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Playground, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
99989534,Sri Penara,Unknown,900,12,1,2,0,2,650,1,"Minimart, Parking, Playground, Security, Lift",Near KTM/LRT,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
99989557,The Loft @ ZetaPark,Unknown,2200,48,1,3,2,2,1012,0,"Parking, Sauna, Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Security",Air-Cond,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0
99770533,Sri Pelangi (Jalan Genting Kelang),2003,1000,48,1,3,0,2,1000,2,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house, Jogging Track","Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
99545504,M Vertica,2023,2500,12,1,3,1,2,850,0,"Lift, Tennis Court, Jogging Track, Barbeque area, Multipurpose hall, Security, Playground, Swimming Pool, Parking, Gymnasium, Club house, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
99989343,Vista Amani,Unknown,1600,12,1,4,0,2,1100,2,"Security, Swimming Pool, Parking, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed",0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
99989151,Desa Satu,Unknown,850,29,1,3,1,2,650,1,"Parking, Swimming Pool",Cooking Allowed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97332655,Platinum Splendor Residensi Semarak,2020,1450,30,1,4,2,2,1184,1,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99988919,Pangsapuri Sri Penara,Unknown,1100,12,0,3,0,2,650,0,"Parking, Security, Jogging Track, Minimart, Swimming Pool",Near KTM/LRT,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
99989096,Far East Residence,2021,2200,31,1,3,2,3,1106,0,"Barbeque area, Security, Minimart, Playground, Gymnasium, Sauna, Multipurpose hall, Lift, Swimming Pool, Parking","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine",0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1
98689331,Platinum Splendor Residensi Semarak,2020,1800,30,1,4,2,2,1065,2,"Swimming Pool, Minimart, Lift, Sauna, Parking, Playground, Gymnasium, Tennis Court, Security, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
99811112,Platinum Splendor Residensi Semarak,2020,1850,30,1,3,1,2,900,0,"Swimming Pool, Tennis Court, Minimart, Gymnasium, Parking, Security, Playground, Squash Court, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
98662809,Platinum Splendor Residensi Semarak,2020,2499,30,1,4,2,2,1184,0,"Playground, Swimming Pool, Lift, Gymnasium, Tennis Court, Sauna, Security, Parking, Minimart, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
99810411,Seasons Garden Residences @ Wangsa Maju,2017,2000,60,1,4,2,2,850,0,"Minimart, Playground, Gymnasium, Security, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
99988880,Enesta,2021,1800,29,1,3,1,2,978,2,"Parking, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
99988803,Residensi Suria Pantai,2020,1550,40,1,3,1,2,810,2,"Security, Multipurpose hall, Swimming Pool, Minimart, Parking, Playground, Lift, Barbeque area",Air-Cond,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0
99988281,Trinity Aquata,2019,1900,54,1,3,1,2,839,0,"Swimming Pool, Parking, Security, Gymnasium, Playground, Multipurpose hall, Minimart, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1
99988496,"Fera Residence @ The Quartz, Wangsa Maju",Unknown,2200,60,1,3,2,2,1087,0,"Parking, Swimming Pool, Lift, Security, Minimart, Sauna, Gymnasium","Washing Machine, Air-Cond, Cooking Allowed, Near KTM/LRT",0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
99988239,Pearl Suria,2016,2550,35,1,3,1,2,1148,0,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area","Air-Cond, Internet, Cooking Allowed, Washing Machine",0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
99988491,Pangsapuri Sri Penara,Unknown,1000,12,0,3,0,2,650,1,"Parking, Security, Jogging Track, Minimart, Swimming Pool, Multipurpose hall","Cooking Allowed, Near KTM/LRT",0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
99988326,Warisan City View,2005,700,12,1,3,0,2,910,0,"Parking, Security, Minimart, Playground, Swimming Pool, Jogging Track, Lift, Gymnasium","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1
99987869,Residensi Pandanmas 2,Unknown,1200,17,1,3,2,2,900,1,"Swimming Pool, Parking, Gymnasium, Security, Minimart, Playground, Lift",Cooking Allowed,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
99988115,Putra Suria Residence,Unknown,1350,12,1,3,1,2,750,0,"Jogging Track, Parking, Gymnasium, Security, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1
99987802,Pantai Permai,Unknown,1200,6,1,2,0,2,650,0,"Swimming Pool, Lift, Security, Parking, Jogging Track, Tennis Court, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1
99987795,Changkat View Condominium,2009,1999,50,1,3,1,2,1000,0,"Swimming Pool, Playground, Security, Parking, Lift, Jogging Track, Multipurpose hall, Minimart, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1
98372180,The Leafz,Unknown,2200,54,1,2,2,2,1025,0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99902571,Parc 3,2021,2900,12,1,3,2,2,931,0,"Multipurpose hall, Security, Barbeque area, Jogging Track, Lift, Parking, Playground, Gymnasium",Air-Cond,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0
99904309,M Vertica,2023,1800,12,1,3,2,2,850,2,"Tennis Court, Jogging Track, Barbeque area, Multipurpose hall, Parking, Security, Playground, Lift, Swimming Pool",Air-Cond,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0
99987352,Desa Aman Flat (Cheras),Unknown,700,12,0,2,1,1,665,2,"Parking, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
99987423,Regalia Residence,2012,1750,23,1,1,1,1,650,0,"Playground, Squash Court, Swimming Pool, Parking, Gymnasium, Security, Lift, Minimart, Barbeque area, Sauna","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
99987566,Kenanga Point,Unknown,2300,42,1,3,1,2,850,0,"Squash Court, Swimming Pool, Tennis Court, Barbeque area, Sauna, Parking, Security, Playground, Gymnasium, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0
99986855,Lido Residency,2016,1500,12,1,2,1,2,998,2,"Swimming Pool, Playground, Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Parking, Security, Lift",Air-Cond,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
99986847,The Hipster @ Taman Desa,2022,1988,55,1,3,2,2,988,0,"Minimart, Swimming Pool, Squash Court, Lift, Security, Playground, Parking, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99986698,The Hipster @ Taman Desa,2022,1388,55,1,3,2,2,958,2,"Minimart, Swimming Pool, Squash Court, Lift, Security, Playground, Parking, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99986422,Seasons Garden Residences @ Wangsa Maju,2017,1900,60,1,3,1,2,850,0,"Swimming Pool, Parking, Playground, Security, Gymnasium, Sauna, Barbeque area, Lift, Multipurpose hall, Minimart, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99986606,Endah Regal,1995,1550,53,1,3,1,2,1100,0,"Gymnasium, Parking, Sauna, Club house, Security, Swimming Pool, Barbeque area, Tennis Court, Playground, Minimart, Lift","Air-Cond, Washing Machine",0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
99986573,Casa Green (Bukit Jalil),Unknown,2000,9,1,4,1,2,900,0,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1
99986328,Pearl Suria,2016,2199,35,1,3,1,2,1202,2,"Multipurpose hall, Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Jogging Track, Sauna, Lift, Parking","Air-Cond, Cooking Allowed",0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
99986324,The Hamstead,Unknown,1300,12,1,3,2,2,1003,2,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Sauna, Barbeque area, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98362477,38 Bidara,Unknown,2000,27,1,2,0,2,706,0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed",0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
99986251,Parc 3,2021,3000,12,1,3,1,2,865,0,"Parking, Playground, Gymnasium, Jogging Track, Security, Lift, Barbeque area, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1
99985639,The Hermington,2021,1800,31,1,3,2,2,1100,2,"Jogging Track, Sauna, Parking, Security, Multipurpose hall, Swimming Pool, Playground, Gymnasium, Lift, Barbeque area, Minimart, Tennis Court, Squash Court, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99985593,Royal Domain Sri Putramas 2,2007,1800,22,1,3,0,2,1400,0,"Gymnasium, Sauna, Playground, Swimming Pool, Barbeque area, Minimart, Tennis Court, Jogging Track, Security, Parking, Lift, Multipurpose hall, Squash Court, Club house","Air-Cond, Cooking Allowed, Washing Machine",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99985579,The Hermington,2021,1800,31,1,3,2,2,1100,2,"Jogging Track, Sauna, Parking, Security, Multipurpose hall, Swimming Pool, Playground, Gymnasium, Lift, Barbeque area, Minimart, Tennis Court, Squash Court, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99985770,Flexus Signature Suites,Unknown,1600,22,1,1,1,1,563,0,"Parking, Gymnasium, Multipurpose hall, Swimming Pool, Sauna, Security, Lift, Playground, Barbeque area, Minimart, Jogging Track, Squash Court, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99985750,OHako,2019,1699,41,1,3,2,2,955,2,"Playground, Minimart, Swimming Pool, Gymnasium, Parking, Security, Lift, Multipurpose hall, Barbeque area, Sauna, Jogging Track","Air-Cond, Cooking Allowed",0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
99985721,Amaya Maluri,2013,2200,12,1,3,2,2,920,0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
99985718,Anjung Hijau,Unknown,1500,9,1,3,1,2,1018,0,"Jogging Track, Barbeque area, Minimart, Playground, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1
99985474,Pinnacle PJ,2016,2200,53,1,3,2,3,918,0,"Multipurpose hall, Playground, Swimming Pool, Barbeque area, Club house, Jogging Track, Security, Gymnasium, Parking, Sauna, Lift, Tennis Court, Squash Court, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99985204,28 Boulevard,2019,1500,39,1,1,1,1,466,0,"Minimart, Tennis Court, Swimming Pool, Lift, Security, Gymnasium, Parking, Playground, Squash Court, Jogging Track, Club house","Air-Cond, Cooking Allowed",0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
99985426,Viva Residency,2009,1780,21,1,2,1,2,900,0,"Gymnasium, Security, Swimming Pool, Parking, Playground, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
99985395,OHako,2019,1899,41,1,3,2,2,1200,0,"Minimart, Swimming Pool, Gymnasium, Squash Court, Security, Lift, Parking, Tennis Court, Playground, Barbeque area, Sauna, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99985381,Impiana Sky Residensi,2021,1800,9,1,3,1,2,850,0,"Playground, Gymnasium, Security, Parking, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
99985325,Sri Putramas,2004,1300,22,1,3,0,2,1100,2,"Gymnasium, Sauna, Parking, Playground, Tennis Court, Security, Minimart, Swimming Pool, Barbeque area, Lift, Squash Court, Club house, Multipurpose hall, Jogging Track","Cooking Allowed, Air-Cond",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
99984816,Pinnacle PJ,2016,1990,53,1,3,2,3,928,2,"Multipurpose hall, Playground, Swimming Pool, Barbeque area, Club house, Jogging Track, Security, Gymnasium, Parking, Lift, Sauna, Minimart, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99985054,Casa Idaman,2010,1200,21,1,3,1,2,1400,1,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Cooking Allowed, Near KTM/LRT",0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
99984742,Plaza Damas,Unknown,1500,52,1,1,0,1,590,0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99984905,Panorama Residences (Sentul),2014,1550,45,1,3,1,2,1100,0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
99984902,Kiara East,Unknown,1750,22,1,2,1,1,700,0,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Club house, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1
99984715,M Vertica,2023,2500,12,1,3,2,2,850,2,"Playground, Swimming Pool, Jogging Track, Lift, Parking, Security, Barbeque area, Multipurpose hall, Gymnasium, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed",0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0
99984339,Maxim Citilights,2017,1500,45,1,3,1,2,1001,1,"Multipurpose hall, Security, Swimming Pool, Minimart, Playground, Jogging Track, Parking","Cooking Allowed, Air-Cond",0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0
99984652,M Centura,2021,1850,45,1,3,1,2,850,2,"Parking, Gymnasium, Sauna, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0
99984649,Expressionz Professional Suites,2018,1780,25,1,1,0,1,320,0,"Playground, Swimming Pool, Lift, Gymnasium, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
98997085,The Havre @ Bukit Jalil,2020,1899,9,1,3,2,3,1023,2,"Jogging Track, Lift, Multipurpose hall, Security, Gymnasium, Tennis Court, Barbeque area, Club house, Sauna, Swimming Pool, Minimart, Playground, Squash Court, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
